,,Wk,Date,Time,Team,Opponent,Goals,HomeGround,Avg_Age,%FPla,OppGlsAgst90,AvgGoalsScored_90,GlsRatio,tablePos,points
2018,108,15.0,2018-08-18,16:00,LSK Kvinner,Arna-Bjørnar,2,1,24.1,0.21999999999999997,1.2999999523162842,3.0999999046325684,3.799999952316284,1.0,59.0
2018,108,15.0,2018-08-18,16:00,Arna-Bjørnar,LSK Kvinner,0,0,21.9,0.09999999999999998,0.800000011920929,1.7999999523162842,1.399999976158142,6.0,35.0
2018,109,15.0,2018-08-19,14:00,Avaldsnes,Grand Bodø,3,1,24.0,0.43999999999999995,3.5999999046325684,2.299999952316284,3.0,2.0,48.0
2018,109,15.0,2018-08-19,14:00,Grand Bodø,Avaldsnes,3,0,23.4,0.30000000000000004,0.800000011920929,1.399999976158142,0.4000000059604645,11.0,8.0
2018,111,16.0,2018-08-25,14:00,Arna-Bjørnar,Lyn,2,1,21.9,0.09999999999999998,,1.7999999523162842,1.399999976158142,6.0,35.0
2018,111,16.0,2018-08-25,14:00,Lyn,Arna-Bjørnar,1,0,19.8,0.0,1.2999999523162842,,,,
2018,112,16.0,2018-08-25,15:00,Røa,Stabæk,2,1,22.7,0.040000000000000036,1.0,1.899999976158142,1.5,5.0,37.0
2018,112,16.0,2018-08-25,15:00,Stabæk,Røa,0,0,23.6,0.040000000000000036,1.2999999523162842,2.0999999046325684,2.0,3.0,43.0
2018,113,16.0,2018-08-25,15:00,Trondheims-Ørn,Avaldsnes,1,1,21.8,0.0,0.800000011920929,1.600000023841858,1.0,8.0,30.0
2018,113,16.0,2018-08-25,15:00,Avaldsnes,Trondheims-Ørn,1,0,24.0,0.43999999999999995,1.600000023841858,2.299999952316284,3.0,2.0,48.0
2018,114,16.0,2018-08-26,13:00,LSK Kvinner,Kolbotn,5,1,24.1,0.21999999999999997,2.0,3.0999999046325684,3.799999952316284,1.0,59.0
2018,114,16.0,2018-08-26,13:00,Kolbotn,LSK Kvinner,1,0,21.2,0.050000000000000044,0.800000011920929,0.800000011920929,0.4000000059604645,10.0,15.0
2018,115,16.0,2018-08-26,15:00,Grand Bodø,Vålerenga,1,1,23.4,0.30000000000000004,1.5,1.399999976158142,0.4000000059604645,11.0,8.0
2018,115,16.0,2018-08-26,15:00,Vålerenga,Grand Bodø,2,0,25.6,0.22999999999999998,3.5999999046325684,1.7000000476837158,1.2000000476837158,7.0,34.0
2018,116,16.0,2018-08-26,17:00,Klepp,Sandviken,1,1,25.1,0.26,1.5,1.5,1.399999976158142,4.0,40.0
2018,116,16.0,2018-08-26,17:00,Sandviken,Klepp,1,0,26.4,0.20999999999999996,1.100000023841858,1.0,0.699999988079071,9.0,18.0
2018,118,17.0,2018-09-08,13:00,Avaldsnes,LSK Kvinner,1,1,24.0,0.43999999999999995,0.800000011920929,2.299999952316284,3.0,2.0,48.0
2018,118,17.0,2018-09-08,13:00,LSK Kvinner,Avaldsnes,4,0,24.1,0.21999999999999997,0.800000011920929,3.0999999046325684,3.799999952316284,1.0,59.0
2018,119,17.0,2018-09-08,15:00,Stabæk,Trondheims-Ørn,2,1,23.6,0.040000000000000036,1.600000023841858,2.0999999046325684,2.0,3.0,43.0
2018,119,17.0,2018-09-08,15:00,Trondheims-Ørn,Stabæk,0,0,21.8,0.0,1.0,1.600000023841858,1.0,8.0,30.0
2018,120,17.0,2018-09-08,15:00,Kolbotn,Arna-Bjørnar,1,1,21.2,0.050000000000000044,1.2999999523162842,0.800000011920929,0.4000000059604645,10.0,15.0
2018,120,17.0,2018-09-08,15:00,Arna-Bjørnar,Kolbotn,4,0,21.9,0.09999999999999998,2.0,1.7999999523162842,1.399999976158142,6.0,35.0
2018,121,17.0,2018-09-08,17:00,Lyn,Røa,3,1,19.8,0.0,1.2999999523162842,,,,
2018,121,17.0,2018-09-08,17:00,Røa,Lyn,4,0,22.7,0.040000000000000036,,1.899999976158142,1.5,5.0,37.0
2018,122,17.0,2018-09-09,13:00,Sandviken,Grand Bodø,4,1,26.4,0.20999999999999996,3.5999999046325684,1.0,0.699999988079071,9.0,18.0
2018,122,17.0,2018-09-09,13:00,Grand Bodø,Sandviken,1,0,23.4,0.30000000000000004,1.5,1.399999976158142,0.4000000059604645,11.0,8.0
2018,123,17.0,2018-09-09,15:00,Vålerenga,Klepp,1,1,25.6,0.22999999999999998,1.100000023841858,1.7000000476837158,1.2000000476837158,7.0,34.0
2018,123,17.0,2018-09-09,15:00,Klepp,Vålerenga,1,0,25.1,0.26,1.5,1.5,1.399999976158142,4.0,40.0
2018,125,18.0,2018-09-15,15:00,Arna-Bjørnar,Stabæk,6,1,21.9,0.09999999999999998,1.0,1.7999999523162842,1.399999976158142,6.0,35.0
2018,125,18.0,2018-09-15,15:00,Stabæk,Arna-Bjørnar,2,0,23.6,0.040000000000000036,1.2999999523162842,2.0999999046325684,2.0,3.0,43.0
2018,126,18.0,2018-09-15,15:00,Røa,Vålerenga,2,1,22.7,0.040000000000000036,1.5,1.899999976158142,1.5,5.0,37.0
2018,126,18.0,2018-09-15,15:00,Vålerenga,Røa,1,0,25.6,0.22999999999999998,1.2999999523162842,1.7000000476837158,1.2000000476837158,7.0,34.0
2018,127,18.0,2018-09-16,14:00,Avaldsnes,Kolbotn,0,1,24.0,0.43999999999999995,2.0,2.299999952316284,3.0,2.0,48.0
2018,127,18.0,2018-09-16,14:00,Kolbotn,Avaldsnes,0,0,21.2,0.050000000000000044,0.800000011920929,0.800000011920929,0.4000000059604645,10.0,15.0
2018,128,18.0,2018-09-16,15:00,Grand Bodø,Klepp,3,1,23.4,0.30000000000000004,1.100000023841858,1.399999976158142,0.4000000059604645,11.0,8.0
2018,128,18.0,2018-09-16,15:00,Klepp,Grand Bodø,5,0,25.1,0.26,3.5999999046325684,1.5,1.399999976158142,4.0,40.0
2018,129,18.0,2018-09-16,16:00,Trondheims-Ørn,Sandviken,3,1,21.8,0.0,1.5,1.600000023841858,1.0,8.0,30.0
2018,129,18.0,2018-09-16,16:00,Sandviken,Trondheims-Ørn,3,0,26.4,0.20999999999999996,1.600000023841858,1.0,0.699999988079071,9.0,18.0
2018,130,18.0,2018-09-16,18:00,LSK Kvinner,Lyn,2,1,24.1,0.21999999999999997,,3.0999999046325684,3.799999952316284,1.0,59.0
2018,130,18.0,2018-09-16,18:00,Lyn,LSK Kvinner,1,0,19.8,0.0,0.800000011920929,,,,
2018,132,19.0,2018-09-21,19:00,Stabæk,LSK Kvinner,0,1,23.6,0.040000000000000036,0.800000011920929,2.0999999046325684,2.0,3.0,43.0
2018,132,19.0,2018-09-21,19:00,LSK Kvinner,Stabæk,2,0,24.1,0.21999999999999997,1.0,3.0999999046325684,3.799999952316284,1.0,59.0
2018,133,19.0,2018-09-22,15:00,Sandviken,Arna-Bjørnar,1,1,26.4,0.20999999999999996,1.2999999523162842,1.0,0.699999988079071,9.0,18.0
2018,133,19.0,2018-09-22,15:00,Arna-Bjørnar,Sandviken,1,0,21.9,0.09999999999999998,1.5,1.7999999523162842,1.399999976158142,6.0,35.0
2018,134,19.0,2018-09-22,15:00,Lyn,Kolbotn,0,1,19.8,0.0,2.0,,,,
2018,134,19.0,2018-09-22,15:00,Kolbotn,Lyn,1,0,21.2,0.050000000000000044,,0.800000011920929,0.4000000059604645,10.0,15.0
2018,135,19.0,2018-09-23,16:00,Grand Bodø,Røa,1,1,23.4,0.30000000000000004,1.2999999523162842,1.399999976158142,0.4000000059604645,11.0,8.0
2018,135,19.0,2018-09-23,16:00,Røa,Grand Bodø,3,0,22.7,0.040000000000000036,3.5999999046325684,1.899999976158142,1.5,5.0,37.0
2018,136,19.0,2018-09-26,16:45,Klepp,Trondheims-Ørn,1,1,25.1,0.26,1.600000023841858,1.5,1.399999976158142,4.0,40.0
2018,136,19.0,2018-09-26,16:45,Trondheims-Ørn,Klepp,0,0,21.8,0.0,1.100000023841858,1.600000023841858,1.0,8.0,30.0
2018,137,19.0,2018-10-13,14:00,Vålerenga,Avaldsnes,2,1,25.6,0.22999999999999998,0.800000011920929,1.7000000476837158,1.2000000476837158,7.0,34.0
2018,137,19.0,2018-10-13,14:00,Avaldsnes,Vålerenga,1,0,24.0,0.43999999999999995,1.5,2.299999952316284,3.0,2.0,48.0
2018,139,20.0,2018-10-20,15:00,Avaldsnes,Sandviken,0,1,24.0,0.43999999999999995,1.5,2.299999952316284,3.0,2.0,48.0
2018,139,20.0,2018-10-20,15:00,Sandviken,Avaldsnes,0,0,26.4,0.20999999999999996,0.800000011920929,1.0,0.699999988079071,9.0,18.0
2018,140,20.0,2018-10-20,15:00,Trondheims-Ørn,Vålerenga,1,1,21.8,0.0,1.5,1.600000023841858,1.0,8.0,30.0
2018,140,20.0,2018-10-20,15:00,Vålerenga,Trondheims-Ørn,3,0,25.6,0.22999999999999998,1.600000023841858,1.7000000476837158,1.2000000476837158,7.0,34.0
2018,141,20.0,2018-10-20,15:00,Lyn,Stabæk,2,1,19.8,0.0,1.0,,,,
2018,141,20.0,2018-10-20,15:00,Stabæk,Lyn,3,0,23.6,0.040000000000000036,,2.0999999046325684,2.0,3.0,43.0
2018,142,20.0,2018-10-20,15:00,Arna-Bjørnar,Røa,2,1,21.9,0.09999999999999998,1.2999999523162842,1.7999999523162842,1.399999976158142,6.0,35.0
2018,142,20.0,2018-10-20,15:00,Røa,Arna-Bjørnar,0,0,22.7,0.040000000000000036,1.2999999523162842,1.899999976158142,1.5,5.0,37.0
2018,143,20.0,2018-10-21,15:00,LSK Kvinner,Klepp,2,1,24.1,0.21999999999999997,1.100000023841858,3.0999999046325684,3.799999952316284,1.0,59.0
2018,143,20.0,2018-10-21,15:00,Klepp,LSK Kvinner,3,0,25.1,0.26,0.800000011920929,1.5,1.399999976158142,4.0,40.0
2018,144,20.0,2018-10-21,17:00,Kolbotn,Grand Bodø,3,1,21.2,0.050000000000000044,3.5999999046325684,0.800000011920929,0.4000000059604645,10.0,15.0
2018,144,20.0,2018-10-21,17:00,Grand Bodø,Kolbotn,2,0,23.4,0.30000000000000004,2.0,1.399999976158142,0.4000000059604645,11.0,8.0
2018,146,21.0,2018-10-27,13:00,Klepp,Avaldsnes,2,1,25.1,0.26,0.800000011920929,1.5,1.399999976158142,4.0,40.0
2018,146,21.0,2018-10-27,13:00,Avaldsnes,Klepp,1,0,24.0,0.43999999999999995,1.100000023841858,2.299999952316284,3.0,2.0,48.0
2018,147,21.0,2018-10-27,13:00,Stabæk,Kolbotn,1,1,23.6,0.040000000000000036,2.0,2.0999999046325684,2.0,3.0,43.0
2018,147,21.0,2018-10-27,13:00,Kolbotn,Stabæk,2,0,21.2,0.050000000000000044,1.0,0.800000011920929,0.4000000059604645,10.0,15.0
2018,148,21.0,2018-10-27,13:00,Røa,Trondheims-Ørn,2,1,22.7,0.040000000000000036,1.600000023841858,1.899999976158142,1.5,5.0,37.0
2018,148,21.0,2018-10-27,13:00,Trondheims-Ørn,Røa,1,0,21.8,0.0,1.2999999523162842,1.600000023841858,1.0,8.0,30.0
2018,149,21.0,2018-10-27,13:00,Grand Bodø,Lyn,1,1,23.4,0.30000000000000004,,1.399999976158142,0.4000000059604645,11.0,8.0
2018,149,21.0,2018-10-27,13:00,Lyn,Grand Bodø,0,0,19.8,0.0,3.5999999046325684,,,,
2018,150,21.0,2018-10-27,13:00,Vålerenga,Arna-Bjørnar,1,1,25.6,0.22999999999999998,1.2999999523162842,1.7000000476837158,1.2000000476837158,7.0,34.0
2018,150,21.0,2018-10-27,13:00,Arna-Bjørnar,Vålerenga,1,0,21.9,0.09999999999999998,1.5,1.7999999523162842,1.399999976158142,6.0,35.0
2018,151,21.0,2018-10-27,13:00,Sandviken,LSK Kvinner,0,1,26.4,0.20999999999999996,0.800000011920929,1.0,0.699999988079071,9.0,18.0
2018,151,21.0,2018-10-27,13:00,LSK Kvinner,Sandviken,0,0,24.1,0.21999999999999997,1.5,3.0999999046325684,3.799999952316284,1.0,59.0
2018,153,22.0,2018-11-04,13:00,Trondheims-Ørn,Grand Bodø,0,1,21.8,0.0,3.5999999046325684,1.600000023841858,1.0,8.0,30.0
2018,153,22.0,2018-11-04,13:00,Grand Bodø,Trondheims-Ørn,0,0,23.4,0.30000000000000004,1.600000023841858,1.399999976158142,0.4000000059604645,11.0,8.0
2018,154,22.0,2018-11-04,13:00,Kolbotn,Vålerenga,3,1,21.2,0.050000000000000044,1.5,0.800000011920929,0.4000000059604645,10.0,15.0
2018,154,22.0,2018-11-04,13:00,Vålerenga,Kolbotn,1,0,25.6,0.22999999999999998,2.0,1.7000000476837158,1.2000000476837158,7.0,34.0
2018,155,22.0,2018-11-04,13:00,LSK Kvinner,Røa,6,1,24.1,0.21999999999999997,1.2999999523162842,3.0999999046325684,3.799999952316284,1.0,59.0
2018,155,22.0,2018-11-04,13:00,Røa,LSK Kvinner,2,0,22.7,0.040000000000000036,0.800000011920929,1.899999976158142,1.5,5.0,37.0
2018,156,22.0,2018-11-04,13:00,Lyn,Sandviken,2,1,19.8,0.0,1.5,,,,
2018,156,22.0,2018-11-04,13:00,Sandviken,Lyn,4,0,26.4,0.20999999999999996,,1.0,0.699999988079071,9.0,18.0
2018,157,22.0,2018-11-04,13:00,Avaldsnes,Stabæk,2,1,24.0,0.43999999999999995,1.0,2.299999952316284,3.0,2.0,48.0
2018,157,22.0,2018-11-04,13:00,Stabæk,Avaldsnes,0,0,23.6,0.040000000000000036,0.800000011920929,2.0999999046325684,2.0,3.0,43.0
2018,158,22.0,2018-11-04,13:00,Arna-Bjørnar,Klepp,0,1,21.9,0.09999999999999998,1.100000023841858,1.7999999523162842,1.399999976158142,6.0,35.0
2018,158,22.0,2018-11-04,13:00,Klepp,Arna-Bjørnar,0,0,25.1,0.26,1.2999999523162842,1.5,1.399999976158142,4.0,40.0
2019,0,1.0,2019-03-23,14:00,LSK Kvinner,Kolbotn,4,1,25.3,0.050000000000000044,1.600000023841858,3.200000047683716,4.699999809265137,1.0,61.0
2019,0,1.0,2019-03-23,14:00,Kolbotn,LSK Kvinner,3,0,21.8,0.0,0.699999988079071,1.5,1.0,5.0,39.0
2019,1,1.0,2019-03-23,14:00,Sandviken,Røa,0,1,25.3,0.09999999999999998,1.899999976158142,1.899999976158142,1.399999976158142,4.0,39.0
2019,1,1.0,2019-03-23,14:00,Røa,Sandviken,2,0,22.9,0.040000000000000036,1.2999999523162842,1.899999976158142,1.0,7.0,32.0
2019,2,1.0,2019-03-23,15:00,Klepp,Avaldsnes,1,1,25.0,0.24,1.7000000476837158,1.7999999523162842,1.899999976158142,2.0,48.0
2019,2,1.0,2019-03-23,15:00,Avaldsnes,Klepp,0,0,24.4,0.56,1.0,1.100000023841858,0.6000000238418579,9.0,21.0
2019,3,1.0,2019-03-23,15:00,Lyn,Fart,0,1,20.1,0.0,,1.2000000476837158,0.5,11.0,12.0
2019,3,1.0,2019-03-23,15:00,Fart,Lyn,0,0,21.9,0.09999999999999998,2.5,,,,
2019,4,1.0,2019-03-24,14:30,Trondheims-Ørn,Arna-Bjørnar,0,1,21.9,0.050000000000000044,1.2000000476837158,1.100000023841858,0.5,10.0,18.0
2019,4,1.0,2019-03-24,14:30,Arna-Bjørnar,Trondheims-Ørn,0,0,22.4,0.21999999999999997,2.200000047683716,2.4000000953674316,2.0,3.0,39.0
2019,5,1.0,2019-03-24,17:00,Vålerenga,Stabæk,1,1,25.2,0.4,1.7000000476837158,1.7000000476837158,1.100000023841858,6.0,33.0
2019,5,1.0,2019-03-24,17:00,Stabæk,Vålerenga,0,0,24.7,0.13,1.600000023841858,1.2999999523162842,0.800000011920929,8.0,23.0
2019,7,2.0,2019-03-30,14:00,Arna-Bjørnar,Lyn,1,1,22.4,0.21999999999999997,2.5,2.4000000953674316,2.0,3.0,39.0
2019,7,2.0,2019-03-30,14:00,Lyn,Arna-Bjørnar,1,0,20.1,0.0,1.2000000476837158,1.2000000476837158,0.5,11.0,12.0
2019,8,2.0,2019-03-30,15:00,Avaldsnes,LSK Kvinner,1,1,24.4,0.56,0.699999988079071,1.100000023841858,0.6000000238418579,9.0,21.0
2019,8,2.0,2019-03-30,15:00,LSK Kvinner,Avaldsnes,1,0,25.3,0.050000000000000044,1.7000000476837158,3.200000047683716,4.699999809265137,1.0,61.0
2019,9,2.0,2019-03-30,15:00,Røa,Trondheims-Ørn,2,1,22.9,0.040000000000000036,2.200000047683716,1.899999976158142,1.0,7.0,32.0
2019,9,2.0,2019-03-30,15:00,Trondheims-Ørn,Røa,1,0,21.9,0.050000000000000044,1.899999976158142,1.100000023841858,0.5,10.0,18.0
2019,10,2.0,2019-03-30,15:00,Stabæk,Klepp,0,1,24.7,0.13,1.0,1.2999999523162842,0.800000011920929,8.0,23.0
2019,10,2.0,2019-03-30,15:00,Klepp,Stabæk,2,0,25.0,0.24,1.7000000476837158,1.7999999523162842,1.899999976158142,2.0,48.0
2019,11,2.0,2019-03-30,15:00,Fart,Sandviken,0,1,21.9,0.09999999999999998,1.2999999523162842,,,,
2019,11,2.0,2019-03-30,15:00,Sandviken,Fart,3,0,25.3,0.09999999999999998,,1.899999976158142,1.399999976158142,4.0,39.0
2019,12,2.0,2019-03-30,15:00,Kolbotn,Vålerenga,1,1,21.8,0.0,1.600000023841858,1.5,1.0,5.0,39.0
2019,12,2.0,2019-03-30,15:00,Vålerenga,Kolbotn,2,0,25.2,0.4,1.600000023841858,1.7000000476837158,1.100000023841858,6.0,33.0
2019,14,3.0,2019-04-13,14:00,Klepp,Røa,1,1,25.0,0.24,1.899999976158142,1.7999999523162842,1.899999976158142,2.0,48.0
2019,14,3.0,2019-04-13,14:00,Røa,Klepp,0,0,22.9,0.040000000000000036,1.0,1.899999976158142,1.0,7.0,32.0
2019,15,3.0,2019-04-13,14:00,Lyn,Kolbotn,0,1,20.1,0.0,1.600000023841858,1.2000000476837158,0.5,11.0,12.0
2019,15,3.0,2019-04-13,14:00,Kolbotn,Lyn,0,0,21.8,0.0,2.5,1.5,1.0,5.0,39.0
2019,16,3.0,2019-04-13,15:00,Sandviken,Stabæk,3,1,25.3,0.09999999999999998,1.7000000476837158,1.899999976158142,1.399999976158142,4.0,39.0
2019,16,3.0,2019-04-13,15:00,Stabæk,Sandviken,0,0,24.7,0.13,1.2999999523162842,1.2999999523162842,0.800000011920929,8.0,23.0
2019,17,3.0,2019-04-13,15:00,Vålerenga,Fart,4,1,25.2,0.4,,1.7000000476837158,1.100000023841858,6.0,33.0
2019,17,3.0,2019-04-13,15:00,Fart,Vålerenga,0,0,21.9,0.09999999999999998,1.600000023841858,,,,
2019,18,3.0,2019-04-13,15:00,LSK Kvinner,Arna-Bjørnar,3,1,25.3,0.050000000000000044,1.2000000476837158,3.200000047683716,4.699999809265137,1.0,61.0
2019,18,3.0,2019-04-13,15:00,Arna-Bjørnar,LSK Kvinner,1,0,22.4,0.21999999999999997,0.699999988079071,2.4000000953674316,2.0,3.0,39.0
2019,19,3.0,2019-04-14,19:00,Trondheims-Ørn,Avaldsnes,1,1,21.9,0.050000000000000044,1.7000000476837158,1.100000023841858,0.5,10.0,18.0
2019,19,3.0,2019-04-14,19:00,Avaldsnes,Trondheims-Ørn,1,0,24.4,0.56,2.200000047683716,1.100000023841858,0.6000000238418579,9.0,21.0
2019,21,12.0,2019-04-17,18:00,Lyn,LSK Kvinner,0,1,20.1,0.0,0.699999988079071,1.2000000476837158,0.5,11.0,12.0
2019,21,12.0,2019-04-17,18:00,LSK Kvinner,Lyn,2,0,25.3,0.050000000000000044,2.5,3.200000047683716,4.699999809265137,1.0,61.0
2019,23,4.0,2019-04-22,14:00,Avaldsnes,Vålerenga,2,1,24.4,0.56,1.600000023841858,1.100000023841858,0.6000000238418579,9.0,21.0
2019,23,4.0,2019-04-22,14:00,Vålerenga,Avaldsnes,2,0,25.2,0.4,1.7000000476837158,1.7000000476837158,1.100000023841858,6.0,33.0
2019,24,4.0,2019-04-22,15:00,Arna-Bjørnar,Klepp,1,1,22.4,0.21999999999999997,1.0,2.4000000953674316,2.0,3.0,39.0
2019,24,4.0,2019-04-22,15:00,Klepp,Arna-Bjørnar,0,0,25.0,0.24,1.2000000476837158,1.7999999523162842,1.899999976158142,2.0,48.0
2019,25,4.0,2019-04-22,15:00,Kolbotn,Sandviken,3,1,21.8,0.0,1.2999999523162842,1.5,1.0,5.0,39.0
2019,25,4.0,2019-04-22,15:00,Sandviken,Kolbotn,2,0,25.3,0.09999999999999998,1.600000023841858,1.899999976158142,1.399999976158142,4.0,39.0
2019,26,4.0,2019-04-22,15:00,Fart,LSK Kvinner,0,1,21.9,0.09999999999999998,0.699999988079071,,,,
2019,26,4.0,2019-04-22,15:00,LSK Kvinner,Fart,4,0,25.3,0.050000000000000044,,3.200000047683716,4.699999809265137,1.0,61.0
2019,27,4.0,2019-04-22,15:00,Stabæk,Trondheims-Ørn,1,1,24.7,0.13,2.200000047683716,1.2999999523162842,0.800000011920929,8.0,23.0
2019,27,4.0,2019-04-22,15:00,Trondheims-Ørn,Stabæk,1,0,21.9,0.050000000000000044,1.7000000476837158,1.100000023841858,0.5,10.0,18.0
2019,28,4.0,2019-04-22,15:00,Røa,Lyn,2,1,22.9,0.040000000000000036,2.5,1.899999976158142,1.0,7.0,32.0
2019,28,4.0,2019-04-22,15:00,Lyn,Røa,3,0,20.1,0.0,1.899999976158142,1.2000000476837158,0.5,11.0,12.0
2019,30,5.0,2019-04-27,14:00,Lyn,Stabæk,2,1,20.1,0.0,1.7000000476837158,1.2000000476837158,0.5,11.0,12.0
2019,30,5.0,2019-04-27,14:00,Stabæk,Lyn,0,0,24.7,0.13,2.5,1.2999999523162842,0.800000011920929,8.0,23.0
2019,31,5.0,2019-04-27,15:00,Fart,Kolbotn,2,1,21.9,0.09999999999999998,1.600000023841858,,,,
2019,31,5.0,2019-04-27,15:00,Kolbotn,Fart,3,0,21.8,0.0,,1.5,1.0,5.0,39.0
2019,32,5.0,2019-04-27,17:00,LSK Kvinner,Røa,1,1,25.3,0.050000000000000044,1.899999976158142,3.200000047683716,4.699999809265137,1.0,61.0
2019,32,5.0,2019-04-27,17:00,Røa,LSK Kvinner,1,0,22.9,0.040000000000000036,0.699999988079071,1.899999976158142,1.0,7.0,32.0
2019,33,5.0,2019-04-27,17:00,Sandviken,Avaldsnes,6,1,25.3,0.09999999999999998,1.7000000476837158,1.899999976158142,1.399999976158142,4.0,39.0
2019,33,5.0,2019-04-27,17:00,Avaldsnes,Sandviken,4,0,24.4,0.56,1.2999999523162842,1.100000023841858,0.6000000238418579,9.0,21.0
2019,34,5.0,2019-04-28,15:00,Trondheims-Ørn,Klepp,0,1,21.9,0.050000000000000044,1.0,1.100000023841858,0.5,10.0,18.0
2019,34,5.0,2019-04-28,15:00,Klepp,Trondheims-Ørn,1,0,25.0,0.24,2.200000047683716,1.7999999523162842,1.899999976158142,2.0,48.0
2019,35,5.0,2019-04-28,15:00,Vålerenga,Arna-Bjørnar,1,1,25.2,0.4,1.2000000476837158,1.7000000476837158,1.100000023841858,6.0,33.0
2019,35,5.0,2019-04-28,15:00,Arna-Bjørnar,Vålerenga,0,0,22.4,0.21999999999999997,1.600000023841858,2.4000000953674316,2.0,3.0,39.0
2019,37,6.0,2019-05-01,13:00,Trondheims-Ørn,Vålerenga,0,1,21.9,0.050000000000000044,1.600000023841858,1.100000023841858,0.5,10.0,18.0
2019,37,6.0,2019-05-01,13:00,Vålerenga,Trondheims-Ørn,1,0,25.2,0.4,2.200000047683716,1.7000000476837158,1.100000023841858,6.0,33.0
2019,38,6.0,2019-05-01,13:00,Avaldsnes,Fart,3,1,24.4,0.56,,1.100000023841858,0.6000000238418579,9.0,21.0
2019,38,6.0,2019-05-01,13:00,Fart,Avaldsnes,3,0,21.9,0.09999999999999998,1.7000000476837158,,,,
2019,39,6.0,2019-05-01,14:00,LSK Kvinner,Stabæk,4,1,25.3,0.050000000000000044,1.7000000476837158,3.200000047683716,4.699999809265137,1.0,61.0
2019,39,6.0,2019-05-01,14:00,Stabæk,LSK Kvinner,0,0,24.7,0.13,0.699999988079071,1.2999999523162842,0.800000011920929,8.0,23.0
2019,40,6.0,2019-05-01,14:00,Arna-Bjørnar,Sandviken,1,1,22.4,0.21999999999999997,1.2999999523162842,2.4000000953674316,2.0,3.0,39.0
2019,40,6.0,2019-05-01,14:00,Sandviken,Arna-Bjørnar,2,0,25.3,0.09999999999999998,1.2000000476837158,1.899999976158142,1.399999976158142,4.0,39.0
2019,41,6.0,2019-05-01,15:00,Røa,Kolbotn,1,1,22.9,0.040000000000000036,1.600000023841858,1.899999976158142,1.0,7.0,32.0
2019,41,6.0,2019-05-01,15:00,Kolbotn,Røa,2,0,21.8,0.0,1.899999976158142,1.5,1.0,5.0,39.0
2019,42,6.0,2019-05-01,16:00,Klepp,Lyn,1,1,25.0,0.24,2.5,1.7999999523162842,1.899999976158142,2.0,48.0
2019,42,6.0,2019-05-01,16:00,Lyn,Klepp,0,0,20.1,0.0,1.0,1.2000000476837158,0.5,11.0,12.0
2019,44,7.0,2019-05-04,14:00,Kolbotn,Avaldsnes,3,1,21.8,0.0,1.7000000476837158,1.5,1.0,5.0,39.0
2019,44,7.0,2019-05-04,14:00,Avaldsnes,Kolbotn,1,0,24.4,0.56,1.600000023841858,1.100000023841858,0.6000000238418579,9.0,21.0
2019,45,7.0,2019-05-04,15:00,Stabæk,Røa,0,1,24.7,0.13,1.899999976158142,1.2999999523162842,0.800000011920929,8.0,23.0
2019,45,7.0,2019-05-04,15:00,Røa,Stabæk,2,0,22.9,0.040000000000000036,1.7000000476837158,1.899999976158142,1.0,7.0,32.0
2019,46,7.0,2019-05-05,14:00,Fart,Arna-Bjørnar,1,1,21.9,0.09999999999999998,1.2000000476837158,,,,
2019,46,7.0,2019-05-05,14:00,Arna-Bjørnar,Fart,3,0,22.4,0.21999999999999997,,2.4000000953674316,2.0,3.0,39.0
2019,47,7.0,2019-05-05,15:00,Sandviken,Klepp,2,1,25.3,0.09999999999999998,1.0,1.899999976158142,1.399999976158142,4.0,39.0
2019,47,7.0,2019-05-05,15:00,Klepp,Sandviken,1,0,25.0,0.24,1.2999999523162842,1.7999999523162842,1.899999976158142,2.0,48.0
2019,48,7.0,2019-05-05,15:00,Lyn,Trondheims-Ørn,0,1,20.1,0.0,2.200000047683716,1.2000000476837158,0.5,11.0,12.0
2019,48,7.0,2019-05-05,15:00,Trondheims-Ørn,Lyn,3,0,21.9,0.050000000000000044,2.5,1.100000023841858,0.5,10.0,18.0
2019,49,7.0,2019-05-05,17:00,Vålerenga,LSK Kvinner,1,1,25.2,0.4,0.699999988079071,1.7000000476837158,1.100000023841858,6.0,33.0
2019,49,7.0,2019-05-05,17:00,LSK Kvinner,Vålerenga,2,0,25.3,0.050000000000000044,1.600000023841858,3.200000047683716,4.699999809265137,1.0,61.0
2019,51,8.0,2019-05-11,14:00,LSK Kvinner,Lyn,6,1,25.3,0.050000000000000044,2.5,3.200000047683716,4.699999809265137,1.0,61.0
2019,51,8.0,2019-05-11,14:00,Lyn,LSK Kvinner,0,0,20.1,0.0,0.699999988079071,1.2000000476837158,0.5,11.0,12.0
2019,52,8.0,2019-05-11,15:00,Klepp,Vålerenga,5,1,25.0,0.24,1.600000023841858,1.7999999523162842,1.899999976158142,2.0,48.0
2019,52,8.0,2019-05-11,15:00,Vålerenga,Klepp,0,0,25.2,0.4,1.0,1.7000000476837158,1.100000023841858,6.0,33.0
2019,53,8.0,2019-05-11,15:00,Avaldsnes,Stabæk,4,1,24.4,0.56,1.7000000476837158,1.100000023841858,0.6000000238418579,9.0,21.0
2019,53,8.0,2019-05-11,15:00,Stabæk,Avaldsnes,0,0,24.7,0.13,1.7000000476837158,1.2999999523162842,0.800000011920929,8.0,23.0
